.1	0	0	0.0249	-0.0004
 .2	 0.0245	 0.0485	 0.0237	 -0.0012
 .3	 0.0955	 0.0923	 0.0201	 -0.0018
 .4	 0.2061	 0.1271	 0.0146	 -0.0023
 .5	 0.3455	 0.1494	 0.0077	 -0.0026
 .6	 0.5000	 0.1571	 0.0000	 -0.0026
 .7	 0.6545	 0.1494	 -0.0077	 -0.0023
 .8	 0.7939	 0.1271	 -0.0146	 -0.0018
 .9	 0.9045	 0.0923	 -0.0201	 -0.0012
 -1	 0.9755	 0.0485	 -0.0237	 -0.0004
